County,Property Name,Address,Address Description,City,Listed Date
Linn,Paramount Theater Building,121  3rd Ave SE,121-127 3rd Ave SE and 305-307 2nd St. SE,Cedar Rapids,26-Aug-76
Linn,Hamilton Brothers Building,401  1st St SE,401-411 1st St SE,Cedar Rapids,08-Sep-94
Linn,Lustron Home #02102,2009  Williams Blvd SW,,Cedar Rapids,25-Aug-04
Linn,Lesinger Block,1317  3rd St SE,,Cedar Rapids,24-Dec-97
Linn,Evans Manufacturing Company Building,301  6th Ave SE,aka 600 3rd St SE,Cedar Rapids,15-Apr-99
Linn,"Cherry, J. G., Company Building",320  11th Ave SE,AKA 320 11th Ave,Cedar Rapids,20-Dec-02
Linn,Bohemian Commercial Historic District,,"2nd St SE, 3rd St SE to 16th Ave SE and 16th Ave SW",Cedar Rapids,20-Dec-02
Linn,Dewitt/Harman Archeological Site,,,Cedar Rapids,14-Sep-00
Linn,Witwer Grocery Company Building,905  3rd St SE,,Cedar Rapids,01-May-98
Linn,Seminole Valley Farmstead,  42nd St NE,,Cedar Rapids,08-Oct-76
Linn,Ausadie Building,845  1st Ave SE,,Cedar Rapids,06-Dec-04
Linn,Iowa Wind Mill and Pump Company Office and Warehouse,42  7th Ave SW,,Cedar Rapids,31-Oct-12
Linn,Central City Commercial Historic District,,"300-400 E Main, N 4th St to Commercial",Central City,18-Mar-03
Linn,Upper Paris Bridge,  Sutton Rd ,3.8 mi SW of Coggon,Coggon,15-May-98
Linn,Ely School House,1570  Rowley St ,,Ely,20-Sep-06
Linn,Dows Street Historic District,  Dows St ,Dows St between State and Main Sts,Ely,14-Nov-03
Linn,Podhajsky--Jansa Farmstead District,3808  Hoosier Creek Rd ,½ mi SW of Ely,Ely,14-Sep-00
Linn,"Janko, Jan F. and Antonie, Farmstead District",4021  Vista Rd ,Located approx 1/2 mile SW of Ely,Ely,14-Sep-00
Linn,"Minor, Josias L. and Elizabeth A., Farmstead District",7500  Ely Rd ,"Located approx 2 miles NW of Ely,1.5 miles S. of Hwy 30",Ely,14-Sep-00
Linn,"Moorhead, Joseph Farmstead",88  Palisades Access Rd ,Located approx 2.25 miles SE of Ely,Ely,14-Sep-00
Linn,Chain Lakes Bridge,,4 mi W of Hiawatha over Cedar River,Hiawatha,15-May-98
Linn,"Stuckslager, Harrison, House",207 N Jackson St ,,Lisbon,01-Oct-79
Linn,Torrance House,,"Located approx, 1 mile South of  Lisbon",Lisbon,07-Jul-83
Linn,"Grant, Douglas and Charlotte, House",3400  Adel Rd SE,,Marion,09-Nov-88
Linn,"Mentzer, Joseph P., House",2233  3rd Ave ,,Marion,12-Apr-82
Linn,Marion Carnegie Public Library,1298  7th Ave ,,Marion,25-Mar-94
Linn,"Lane, Samuel M., House",1776  8th Ave ,,Marion,14-Sep-02
Linn,"Pyle, Glenn O. and Lucy, House",1540  8th Ave ,,Marion,14-Sep-02
Linn,Marion Commercial Historic District,,"various addresses 7th, 8th Sts, 7th, 8th, 969th Aves",Marion,18-Nov-09
Linn,Braska House,889  2nd Ave ,,Marion,21-Mar-79
Linn,First Presbyterian Church of Marion,802  12th St ,,Marion,24-Jul-92
Linn,Granger House,970  10th St ,,Marion,13-Aug-76
Linn,Pucker Street Historic District,,"bounded by 13th St., 8th Ave, 9th Ave, and 20th St",Marion,14-Sep-02
Linn,"Bowman, James W. and Ida G., House",1372  8th Ave ,,Marion,14-Sep-02
Linn,Terrace Park Historic District,,"roughly bounded by 9th, 10th Aves, 11th St, E side 12th St",Marion,25-Oct-06
Linn,"Horecky, Henek and Mary, Log Cabin",78  Pleasant Hill Rd ,"Located approx 3 miles SW of Mt. Vernon, S of Ivanhoe Rd",Mount Vernon,14-Sep-00
Linn,Ash Park Historic District,,5th-7th Ave North between 6th & 8th Street NW,Mount Vernon,13-Sep-93
Linn,Cornell College-Mount Vernon Historic District,,,Mount Vernon,18-Jul-80
Linn,Mount Vernon Commercial Historic District,,,Mount Vernon,13-Sep-93
Linn,Beach School,,Located approx 4 miles NW of Mt.Vernon,Mount Vernon,16-Sep-82
Linn,King Memorial Chapel,,Cornell College Campus,Mount Vernon,07-Nov-76
Linn,"West, Wesley, House",  Palisades Rd ,AKA 521 Palisades Rd,Mount Vernon,27-Jun-85
Linn,Whittier Friends Meeting House,  Hwy E 34  ,Located approx 2 miles NW of Springville,Springville,29-Jul-93
Linn,Matsell Bridge #222050,,5.8 mi NE of Springville on Wapsipinicon River,Springville,15-May-98
Linn,Odd Fellows Hall,5890  Troy Mills Rd ,,Troy Mills,10-Oct-85
Linn,"Grant Wood's ""Fall Plowing"" Rural Historic Landscape District",,.5 mi N of jct Matsell Lane and Stone City Rd,Viola,30-May-03
Linn,"Burlington, Cedar Rapids & Minnesota Railroad-Walker Station",  Rawley St ,Between Rawley & Washington Sts,Walker,14-Feb-78
Louisa,Gipple's Quarry Bridge,,5.8 miles SW of Columbus Junction,Columbus Junction,15-May-98
Louisa,Columbus Junction School,122 E Maple St ,,Columbus Junction,14-Aug-73
Louisa,County Line Bridge,,6.5 mi W of Columbus Junction,Columbus Junction,15-May-98
Louisa,Bethel Church,,Approx. 3 mi NE of Morning Sun,Morning Sun,22-Feb-79
Louisa,Florence/ Council on the Iowa Site,,approx. 2 mi w of Oakville on S bank of Iowa River,Oakville,27-Dec-78
Louisa,Toolesboro Mound Group,,Vicinity of Toolesboro,Toolesboro,15-Oct-66
Louisa,Louisa County Courthouse,  Main St ,On Main St. between Frankllin & Washington,Wapello,02-Jul-81
Louisa,Commercial Hotel,227 N Main St ,,Wapello,30-Aug-01
Lucas,"Payne, O. E., House",705  Auburn Ave ,,Chariton,17-Jul-79
Lucas,Chariton Masonic Temple,821  Armory Ave ,Grand at Armory Ave,Chariton,06-Sep-06
Lucas,"Crozier, J. T. and Mollie (Penrose), Residence",627  Ilion Ave ,,Chariton,06-Oct-11
Lucas,Chariton Cemetery Historic District,929 S Main St ,,Chariton,02-Mar-10
Lucas,Chariton City Hall and Fire Station,115 S Main St ,,Chariton,06-Sep-06
Lucas,First United Methodist Church,923  Roland St ,Main St @ Roland St,Chariton,24-Jan-02
Lucas,"Caviness, Carl L., Post No. 102, American Legion",201 S Main St ,SW corner Main and Linden,Chariton,06-Sep-06
Lucas,"Chicago, Burlington, and Quincy Freight House--Chariton",  Brookdale Ave ,NW Corner of Auburn and Brookdale,Chariton,28-Aug-03
Lucas,Chariton Herald-Patriot Building,815  Braden Ave ,815-817 Braden Ave,Chariton,06-Sep-06
Lucas,Chariton Free Public Library,803 E Braden Ave ,NW corner of E Braden and 8th St,Chariton,24-Aug-05
Lucas,Hotel Charitone,831  Braden Ave ,NE corner of Braden Ave at Grand,Chariton,06-Sep-06
Lucas,"Stephens, A. J., House",123  17th St ,,Chariton,16-Nov-87
Lucas,Burlington Railroad Overpass,,4.3 Mi NW of Chariton,Chariton,15-May-98
Lucas,Lucas County Courthouse,  Braden Ave ,Between Main & Grant Sts,Chariton,02-Jul-81
Lucas,Williamson School,301  Williamson Ave ,NE corner of 4th St and Williamson Ave,Williamson,01-May-98
Lyon,"Reynolds, Charles B., Round Barn",2382  Harrison Ave ,Aprox. 4 miles NE of Doon,Doon,07-Jul-99
Lyon,Duncan/Duitsman Farm Historic District,4324  180th St ,apx 2.3 miles SW of George,George,23-Sep-94
Lyon,Big Sioux Prehistoric Prairie Procurement System Archaeological Dist,,address restricted,Larchwood,17-Jan-89
Lyon,Klondike Bridge,  180th St ,"6.5 miles SW of Larchwood, over Big Sioux River",Larchwood,15-May-98
Lyon,Blood Run Site,,apx 6 miles W of Larchwood,Larchwood,29-Aug-70
Lyon,Lyon County Courthouse,206 S 2nd Ave ,,Rock Rapids,01-Oct-79
Lyon,Melan Bridge,,"Emma Sater Park, Highway 9 East",Rock Rapids,18-Oct-74
Lyon,First Methodist Church,302 S Carroll St ,,Rock Rapids,23-Jun-78
Lyon,"Burlington, Cedar Rapids, and Northern Railroad-Rock Rapids Station, Railroad Track and Bridge",110 N Story St ,110½ N Story St,Rock Rapids,07-Nov-76
Lyon,Broad View Ranch Historic District,2572  Log Ave ,Aprox. 6 to 7 miles NW of Sheldon,Sheldon,23-Sep-94
Madison,Cunningham Bridge,,4.9 miles NW of Bevington,Bevington,15-May-98
Madison,Saint Patrick's Church,,5 mi SSE of Cumming,Cumming,12-Dec-78
Madison,"Allen, James, Stone Barn",,3.5 miles SE of Earlham,Earlham,29-Sep-87
Madison,"Seerley, William and Mary Messersmith Barn and Milk House/Smokehouse",,Aprox. 1 mile S of Earlham,Earlham,20-Aug-09
Madison,Earlham Public School,809  Main St ,NE Corner @ Sycamore,Earlham,02-Jun-82
Madison,"Early, John and Elizabeth McMurn, House",,"Located approx 7 miles SW of Earlham, 11/2 miles W of P57",Earlham,18-Mar-93
Madison,"Henderson, Daniel and Nancy Swaford, House",,Located approx 8 miles South of Earlham,Earlham,29-Sep-87
Madison,"McQuie, Peter and Isabella McCulloch, Milkhouse",,4.5 miles SW of Earlham,Earlham,29-Sep-87
Madison,"Ford, W. T., House",,2.5 miles S of Earlham,Earlham,29-Sep-87
Madison,"Wilson, Seth and Elizabeth, House",,2 miles SE of Earlham,Earlham,29-Sep-87
Madison,"Macumber, John Andrew and Sara, Ice House",,2 miles NW of East Peru,East Peru,18-Mar-93
Madison,"Holmes, John S. and Elizabeth Beem, Barn",,4 miles NW of East Peru,East Peru,29-Sep-87
Madison,Morgan Bridge,,Located 4 miles SE of East Peru,East Peru,15-May-98
Madison,"Schoenenberger, Nicholas and Louisa Tinnis, House and Barn",2952  Millstream Ave ,Approx. 3 mi W of East Peru,East Peru,12-Jul-84
Madison,"Ogburn, William, House and Barn",,1.5 miles N of East Peru,East Peru,29-Sep-87
Madison,"Craven, J. D., Women's Relief Corps Hall",  South St ,SW corner of South and East St,Macksburg,19-Jan-84
Madison,Imes Covered Bridge,  Iowa Hwy 251  ,,Saint Charles,09-Feb-79
Madison,"Queen, Hogan and Martha A. Runkle, House",  G50  ,5 mi W of St. Charles on G50,Saint Charles,29-Sep-87
Madison,"Hornback, Emily, House",605 N 1st St ,,Winterset,29-Sep-87
Madison,"Bevington, C. D., House and Stone Barn",805 S 2nd Ave ,,Winterset,12-Dec-76
Madison,"Bevington, C. D. and Eliza Heath, Privy",805 S 2nd Ave ,,Winterset,29-Sep-87
Madison,"Tidrick, Miller Richard & Mary Fisher, House",122 S 4th Ave ,,Winterset,18-Mar-93
Madison,Guiberson House,302 S 4th Ave ,,Winterset,10-Jul-79
Madison,"Sprague, Brown, and Knowlton Store",  Court Ave ,Corner of Court and 1st,Winterset,29-Sep-87
Madison,Cutler-Donahoe Covered Bridge,,Winterset City Bank,Winterset,08-Oct-76
Madison,"Shriver, William R. and Martha Foster, House",616 E Court Ave ,,Winterset,18-Mar-93
Madison,"White, Munger, and Company Store",102 W Court Ave ,,Winterset,29-Sep-87
Madison,"Cornell, W.J. and Nettie J., House",602 W Court Ave ,,Winterset,11-Jan-91
Madison,"Wallace, Henry C., House",422 W Jefferson St ,,Winterset,03-Jan-85
Madison,"Smith, Hiram C., Milking Shed",  Hwy 92  ,6.5 miles W of Winterset,Winterset,29-Sep-87
Madison,Madison County Courthouse,112 N John Wayne Dr ,City Square; N 1st Ave. @ Jefferson - originally as CourtAve,Winterset,13-Aug-76
Madison,"Duncan, John M., House",  P69  ,½ mi S of Winterset on P69,Winterset,29-Sep-87
Madison,"Vawter, J. G. and Elizabeth S., House",223 S 1st St ,,Winterset,29-Sep-87
Madison,McDonald House,,Located approx 3.5 miles NW of Winterset,Winterset,18-Mar-93
Madison,"Evans, Henry and Elizabeth Adkinson, House",,1.5 miles SE of Winterset,Winterset,29-Sep-87
Madison,"Smith, Hiram C., House",  Highway 92  ,"Located 6.5 miles W of Winterset, on the side of Hwy 92",Winterset,29-Sep-87
Madison,"Drake, John and Amanda Bigler, House",  Hwy 92  ,Lctd approx 10.5 miles SW of Winterset on S. side of Hwy 92,Winterset,29-Sep-87
Madison,"Schnellbacher, John and Fredericka Meyer, House",,Located approx 6.5 miles SW of Winterset,Winterset,29-Sep-87
Madison,Roseman Covered Bridge,,Located 7.5 miles SW of Winterset,Winterset,01-Sep-76
Madison,Hogback Covered Bridge,,Located 4.2 miles NW of Winterset,Winterset,28-Aug-76
Madison,"Armstrong, George and Susan Guiberson, House",,Approx 4 miles NE of Winterset,Winterset,29-Sep-87
Madison,"Nichols, William Anzi, House",  Hwy 92  ,Approx 1 mile E of Winterset on Hwy 92,Winterset,29-Sep-87
Madison,North River Stone Schoolhouse,,Located approx 4 miles NW of Winterset,Winterset,11-Apr-77
Madison,"Church, Seymour, House",,"Located approx 4 miles NW of Winterset, 1 mile W of Hwy 169",Winterset,29-Sep-87
Madison,Miller Bridge,,"7.0 miles NE of Winterset, McBride Trail over unnamed stream",Winterset,15-May-98
Madison,Holliwell Covered Bridge,,2 miles SE of Winterset,Winterset,28-Aug-76
Madison,Duff Barn,  Highway 162  ,Located 1.5 miles N of Winterset,Winterset,18-Mar-93
Mahaska,Vander Wilt Farmstead,1345  Hwy 163  ,5.5 mi SE of Pella on Hwy 163,Leighton,08-Jan-04
Mahaska,North Skunk River Bridge,,1.8 miles NE of New Sharon,New Sharon,15-May-98
Mahaska,Spring Creek Meeting House/H Street Mission,207 N H St ,,Oskaloosa,28-Mar-96
Mahaska,"Stranahan, Professor Edgar H. and Irene D., House",1001  Gurney St ,,Oskaloosa,28-Mar-96
Mahaska,Stock Judging Pavilion,  G Ave ,on Southern Iowa Fairgrounds,Oskaloosa,12-Apr-84
Mahaska,"Stokes, Dr. Ella, House",416  College Hill St W,,Oskaloosa,29-Mar-96
Mahaska,President's Cottage,425  College Ave ,,Oskaloosa,28-Mar-96
Mahaska,"Johnson, William A. and Ida C., House",307  College Ave ,,Oskaloosa,28-Mar-96
Mahaska,Iowa Yearly Meeting House--College Avenue Friends Church,912 N C St ,,Oskaloosa,29-Mar-96
Mahaska,"Conover, Thomas J., House",1010 N Market St ,,Oskaloosa,28-Mar-96
Mahaska,Spurgin Residence,313  College Ave ,,Oskaloosa,28-Mar-96
Mahaska,Mahaska County Courthouse, S 1st St ,SE Corner S 1st St and High Ave E,Oskaloosa,21-Jul-81
Mahaska,Spring Creek Friends Cemetery,  Osburn Ave ,jct of Osburn Ave and 235th St,Oskaloosa,29-Mar-96
Mahaska,"Lamberson, Jack, House",511 N Park Ave ,,Oskaloosa,09-Nov-88
Mahaska,Pierson-Betts House,815  Penn Blvd ,,Oskaloosa,28-Mar-96
Mahaska,"Klose, Dr. William H. and Mae R., House",1002  Penn Blvd ,,Oskaloosa,29-Mar-96
Mahaska,Rock Island Passenger Depot,201  Rock Island Ave ,,Oskaloosa,30-Oct-89
Mahaska,"Berry, Dr. William E. and Ethel Rosenberger, House",116  Rosenberger Ave ,,Oskaloosa,29-Mar-96
Mahaska,Penn College Historic District,,Trueblood Ave,Oskaloosa,04-Apr-96
Mahaska,Edmundson Park Historic District,,SE corner 11th Ave W and Edmundson Dr (S M St),Oskaloosa,27-Sep-07
Mahaska,Oskaloosa Monthly Meeting of Friends Parsonage,910 N C St ,,Oskaloosa,29-Mar-96
Mahaska,"Gibbs, E. H., House", N Market St ,"William Penn College Campus, N. Market Extension",Oskaloosa,13-Dec-91
Mahaska,Eveland Bridge,  Fulton Ave ,6.8 miles SW of Oskaloosa over Des Moines River,Oskaloosa,15-May-98
Mahaska,Grant School,715  B Ave E,,Oskaloosa,10-Dec-08
Mahaska,Oskaloosa Fire Station,109  2nd Ave E,109-111 2nd Ave E aka 105 2nd Ave E,Oskaloosa,10-Apr-86
Mahaska,Seeberger-Loring-Kilburn House,509  High Ave E,,Oskaloosa,14-Jul-83
Mahaska,Smith-Johnson House & Garage,713  High Ave E,,Oskaloosa,09-Nov-77
Mahaska,Paradise Block Historic District,  High Ave E,"402,406,408,410,414,418,501-714 High Ave. E.",Oskaloosa,13-Dec-91
Mahaska,St. James Episcopal Church,207 S 3rd St ,SW Corner of 1st Ave and S. 3rd St.,Oskaloosa,13-Dec-91
Mahaska,Forest Cemetery Entrance, N 9th St ,N. end of N. 9th St.,Oskaloosa,13-Dec-91
Mahaska,"Hoffman, Phil, House",807  High Ave E,,Oskaloosa,13-Dec-91
Mahaska,Oskaloosa City Hall,220 S Market St ,NE Corner of S Market St at 2nd Ave E See Also 109 2nd Ave E,Oskaloosa,10-Apr-86
Mahaska,Oskaloosa City Square Commercial Historic District,,"bound by S. A St., A Ave E, N & S 2nd Sts & 2nd Ave E",Oskaloosa,10-Apr-86
Mahaska,"Voorhees, John K., House",,10 miles NW of Oskaloosa,Oskaloosa,05-Mar-82
Mahaska,"Alsop, Carroll, House",1907  A Ave E,,Oskaloosa,09-Nov-88
Mahaska,"Shoemake, John H., House",116  2nd Ave W,,Oskaloosa,22-Mar-84
Mahaska,Lincoln School,911  B Ave W,,Oskaloosa,13-Dec-91
Mahaska,"McMullin, Major James W., House",403  1st Ave E,,Oskaloosa,11-Apr-85
Mahaska,Oskaloosa City Park and Bandstand,  City Square  ,,Oskaloosa,28-Jul-83
Mahaska,"Lake Keomah State Park, Erosion Control Area (Area B)",,4 miles E of Oskaloosa on Hwy 371,Oskaloosa,15-Nov-90
Mahaska,"Lake Keomah State Park, Bathhouse--Lodge (Area A)",,4 miles E of Oskaloosa on Hwy 371,Oskaloosa,15-Nov-90
Mahaska,"Nelson, Daniel, House and Barn",  Glendale Rd ,"2 miles N of Oskaloosa,  RR #1",Oskaloosa,20-Nov-74
Mahaska,Oskaloosa Public Library,301 S Market St ,SW Corner of S Market St at 2nd Ave W,Oskaloosa,13-Dec-91
Mahaska,Rose Hill Methodist Episcopal Church,304  Main St ,Located at the SE corner of Main & Williams Streets.,Rose Hill,11-Apr-03
Mahaska,Bellefountain Bridge,,"Ashland Ave over Des Moines River, .5 mi E of Tracy",Tracy,15-May-98
Marion,"Ellis, Evan F., House",,RR 1--1 mi N of Bussey on State Rd #156,Bussey,03-Jan-85
Marion,St. Joseph's Roman Catholic Church and Cemetery Historic District,,"8 mi W of Columbia, unicorporated village of Bauer",Columbia,24-Jan-95
Marion,Hammond Bridge,  170th Pl ,"5 mi W of Hamilton, 170th Place over North Cedar Creek",Hamilton,15-May-98
Marion,Harvey Railroad Bridge,  Harvey Island Rd ,.8 mi E of Harvey,Harvey,15-May-98
Marion,Marion County Courthouse, E Main St ,"Between 2nd and 3rd, Center of the Town Square",Knoxville,02-Jul-81
Marion,"Hays, E. R., House",301 N 2nd St ,,Knoxville,27-Sep-84
Marion,Knoxville WPA Athletic Field Historic District,,"Bounded by Lincoln, Robinson, Stadium, and Marion Sts",Knoxville,02-Aug-07
Marion,Coal Ridge Baptist Church and Cemetery,1034  Hwy S71  ,Approx. 3 mi NE of Knoxville,Knoxville,23-Aug-06
Marion,"Vander Wilt, Dirk and Cornelia J., Cottage",925  Broadway St ,,Pella,08-Aug-01
Marion,Porter-Rhynsburger House,514  Broadway St ,,Pella,28-Aug-03
Marion,East Amsterdam School,1010  198th Pl ,Approx. 1.5 mi SW of Pella,Pella,01-Dec-00
Marion,"Van den Berg, Hendrik J. and Wilhelmina H., Cottage",1305 W Washington St ,,Pella,28-Aug-03
Marion,ten Hagen Cottage-Stegeman Store,1110 W Washington St ,,Pella,16-Jul-08
Marion,"Van Asch, Willem, House--Huibert Debooy Commercial Room",1105 W Washington St ,1105-1109 W Washington,Pella,02-Dec-87
Marion,"Scholte, Dominie Henry P., House",739  Washington St ,,Pella,10-Dec-82
Marion,"Van Loon, Dirk, House",1401  University St ,,Pella,17-Nov-77
Marion,Peoples National Bank,717  Main St ,,Pella,21-Apr-10
Marion,"Van Maren, Henry and Johanna, House-Diamond Filling Station",615  Main St ,,Pella,10-Jul-08
Marion,First Christian Church,824  Franklin St ,,Pella,29-Mar-07
Marion,Pella Opera House,611  Franklin St ,,Pella,20-Mar-92
Marion,"Van Spanckeren, B. H. and J. H. H., Row Houses",505  Franklin St ,505-507 Franklin St,Pella,12-Feb-90
Marion,"Koelman, Philipus J. and Cornelia, House",1005  Broadway St ,,Pella,21-Dec-05
Marion,Wabash Railroad Bridge,  216th Pl ,"4.1 mi S of Pella, 216th Place over Des Moines River",Pella,15-May-98
Marion,"Chicago, Rock Island, and Pacific Passenger Depot",  Oskaloosa St ,Corner of Oskaloosa & Main Sts,Pella,22-Jul-91
Marshall,Minerva Creek Bridge,  S52  ,"County Rd S52 over Minerva Creek, 1.7 miles N of Clemons",Clemons,15-May-98
Marshall,"Edel, Matthew, Blacksmith Shop & House",  1st St ,corner of 1st and 3rd Ave,Haverhill,11-Mar-83
Marshall,LeGrande Bridge,,1.3 miles N of LeGrande,Le Grand,15-May-98
Marshall,Quarry Bridge,,5.4 miles E of Marshalltown,Marshalltown,15-May-98
Marshall,Marshall County Courthouse,1 E Main St ,"Town Square bordered by Center, Main, Church Sts & 1st Ave",Marshalltown,21-Nov-72
Marshall,"Binford, Thaddeus, House",110 N 2nd Ave ,,Marshalltown,12-Jan-84
Marshall,"Whitehead, C.H., House",108 N 3rd St ,,Marshalltown,15-Jan-79
Marshall,"Willard, Leroy R., House",609 W Main St ,,Marshalltown,22-Oct-76
Marshall,Glick-Sower House,201 E State St ,,Marshalltown,22-Apr-93
Marshall,"Sunday, Robert H., House",1701  Woodfield Rd ,,Marshalltown,09-Nov-88
Marshall,Marshalltown Downtown Historic District,,200 block E Main to 100 block W. Main + side streets,Marshalltown,17-Jan-02
Marshall,Watson's Grocery,106 W Main St ,106 - 108 W Main,State Center,22-Oct-98
Marshall,State Center Commercial Historic District,,"100-200 blocks W Main St, 100 block E Main St",State Center,20-Sep-02
Marshall,"Dobbin, Daniel, Round Barn",,2 miles SW of State Center,State Center,30-Jun-86
Mills,West Oak Forest Eartholdge Site,,restricted address,Glenwood,11-Jun-10
Mills,Pony Creek Park,,2 mi NW of Glenwood,Glenwood,30-Jul-71
Mills,Nishnabotna River Bridge,  M16  ,"County Rd M16 over Nishnabotna, 4.2 mi SW of Henderson",Henderson,15-May-98
Mills,Plattsmouth Bridge,,3.6 mi SW of Pacific Junction,Pacific Junction,15-Apr-93
Mitchell,"Severson, Nels, Barn",,appx .5 mi N of Carpenter,Carpenter,15-Jul-77
Mitchell,Mitchell Powerhouse and Dam,  Commercial St ,Red Cedar River,Mitchell,08-Dec-78
Mitchell,Cedar Valley Seminary, N 6th St ,@ Mechanic St,Osage,17-Nov-77
Mitchell,Mitchell County Courthouse,500  State St ,,Osage,29-Aug-77
Mitchell,"Deering, Nathaniel Cobb and Lucretia (Bailey), House",903  State St ,,Osage,26-Jan-01
Mitchell,Osage Commercial Historic District,,"600-700 blocks, parts 500 block of Main St",Osage,12-Sep-02
Mitchell,Walnut Grove School,3272  Foothill Ave ,,Osage,12-Sep-02
Mitchell,Otranto Bridge,  480th Ave ,6.5 mi NW of St. Ansgar over Big Cedar River,Saint Ansgar,15-May-98
Mitchell,First Lutheran Church,212 N Main St ,,Saint Ansgar,12-Dec-76
Mitchell,Union Presbyterian Church,,3 mi nnw of Stacyville,Stacyville,13-Apr-77
Monona,Round Barn,,2 mi SE of Mapleton,Mapleton,30-Jun-86
Monona,Trinity Memorial Episcopal Church,302 S 7th St ,,Mapleton,10-Aug-90
Monona,Mann School #2,,3.5 mi NW of Preparation Canyon State Park on Oak Ave,Moorhead,16-Jan-01
Monona,Ingemann Danish Evangelical Lutheran Church and Cemetery,32044  County Rd E54  ,4 mi WNW of Moorhead,Moorhead,10-Sep-12
Monona,Jones Creek Watershed Historic District,,5 mi SW of Moorhead,Moorhead,23-Dec-91
Monona,Onawa IOOF Opera House,1023  10th Ave ,,Onawa,03-Aug-90
Monona,Monona County Courthouse,610  Iowa Ave ,located between 6th & 7th,Onawa,02-Jul-81
Monona,Onawa Public Library,707  Iowa Ave ,,Onawa,01-Oct-79
Monona,"Whiting, Newell A., House",1106  Iowa Ave ,,Onawa,10-Aug-90
Monona,Garretson Outlet Bridge,,4.6 miles N of Whiting,Whiting,15-May-98
Monroe,Noble-Kendall House,209 E Benton Ave ,,Albia,12-Apr-84
Monroe,"White, Arvine W. and Elizabeth W., House",309 N Main St ,,Albia,08-Sep-94
Monroe,Monroe County Courthouse,  Main St ,Main St between Benton and Washington Sts,Albia,02-Jul-81
Monroe,Albia Square and Central Commercial Historic District,,"Bounded by S & N Clinton, W A Ave, S 2nd St, E & W 2nd Ave",Albia,03-Jan-85
Monroe,"Perry, T. B., House",212 W Benton Ave ,,Albia,14-Jul-83
Monroe,St. Patrick's Roman Catholic Church,,7 mi W of Albia,Albia,06-May-92
Monroe,Brick Gothic House,,1.25 mi S of Albia,Albia,14-Apr-94
Monroe,Clark Round Barn,,5 mi SW of Albia,Albia,30-Jun-86
Monroe,"Jenkins, Dr. George, House & Garage",223  C St N,,Albia,05-Feb-87
Monroe,Elbert-Bates House,106  2nd Ave W,,Albia,27-Jun-85
Monroe,Buxton Historic Townsite,,4 mi NE of Lovilia,Lovilia,09-Aug-83
Montgomery,Grant Commercial Historic District,,parts of 2nd St and U Ave,Grant,12-Sep-02
Montgomery,Nodaway River Bridge,,"Pilot Grove County Park, located 3 miles W of Grant",Grant,15-May-98
Montgomery,Hebard House,700  8th St ,,Red Oak,12-Apr-84
Montgomery,Red Oak Firehouse and City Jail,318 E Washington Ave ,4th and Washington Sts,Red Oak,11-Jan-06
Montgomery,Chautauqua Park,  Summit St ,"bounded by Summit, 8th, Chautauqua and Red Oak Blvd",Red Oak,19-May-72
Montgomery,Montgomery County Courthouse,  Coolbaugh St ,Located on corner of Coolbaugh & 2nd Sts,Red Oak,02-Jul-81
Montgomery,Red Oak Public Library,400 N 2nd St ,Located on the corner of 2nd & Washington Sts,Red Oak,23-May-83
Montgomery,"Osborne, Edmund B., House",1020  Boundary St ,,Red Oak,30-Oct-97
Montgomery,"Murphy, Thomas D., Company Factory and Power Plant",110 S 2nd St ,,Red Oak,19-May-08
Montgomery,"Chicago, Burlington & Quincy Combination Depot", S 1st St ,Located betw S 1st St & 2nd St S of Short St,Red Oak,19-May-99
Montgomery,Montgomery County Jail,100 W Coolbaugh St ,,Red Oak,18-Dec-92
Montgomery,"Round Barn, Washington Township",,Located approx 5.5 miles South of Grant,Sciola,30-Jun-86
Montgomery,"Round Barn, Pilot Grove Township",,Located apx 5 miles SW of Grant,Stennett,30-Jun-86
Montgomery,Sciola Missionary Baptist Church,,Located apx 7 miles N of Villisca,Villisca,18-Jul-83
Montgomery,"Moore, Josiah B. and Sara, House",508 E 2nd St ,,Villisca,12-Dec-97
Muscatine,Pine Mills German Methodist Episcopal Church,  180th St ,"180th St and Verde Ave, 3 mi NW of Montpelier",Montpelier,17-Oct-03
Muscatine,Welch Apartments,224  Iowa Ave ,,Muscatine,15-Jan-79
Muscatine,"Fay, Pliney, House",112  Locust St ,,Muscatine,23-Apr-98
Muscatine,Clark-Blackwell House,206  Cherry St ,,Muscatine,27-Jan-83
Muscatine,"Fuller, W. Joseph, House",1001  Mulberry Ave ,,Muscatine,10-Dec-82
Muscatine,"McKibben, S. M., House",102  Walnut St ,102 - 104 W side Walnut St. between Front & 2nd,Muscatine,27-Aug-74
Muscatine,Pine Creek Gristmill,,NE of Muscatine in Wildcat Den State Park,Muscatine,10-Dec-79
Muscatine,West Hill Historic District,,W 2nd St from Pine to Ash W 3rd St from Chestnut to near Ash,Muscatine,30-Apr-08
Muscatine,First Presbyterian Church,401  Iowa Ave ,,Muscatine,14-Sep-77
Muscatine,Downtown Commercial Historic District,,9 blocks centered on 2nd st between Pine and Mulberry,Muscatine,24-May-06
Muscatine,Muscatine County Jail,411 E 4th St ,,Muscatine,24-Jul-74
Muscatine,"Clark, Alexander, House",203 W 3rd St ,moved from 123-125 W 3rd St/203-205 W. 3rd St/ also 205-207,Muscatine,14-Oct-76
